	ticker	Date	Open	Close
0	JPM	2018-01-22	112.66	114.33
1	JPM	2018-01-23	113.67	114.21
2	JPM	2018-01-24	114.86	115.67
3	JPM	2018-01-25	116.04	115.7
4	JPM	2018-01-26	115.7	116.32
5	JPM	2018-01-29	116.02	116.2
6	JPM	2018-01-30	115.53	115.11
7	JPM	2018-01-31	115.65	115.67
8	JPM	2018-02-01	115.77	116.87
9	JPM	2018-02-02	116.49	114.28
10	JPM	2018-02-05	113.0	108.8
11	JPM	2018-02-06	106.85	112.11
12	JPM	2018-02-07	111.55	112.87
13	JPM	2018-02-08	113.11	107.88
14	JPM	2018-02-09	109.1	110.04
15	JPM	2018-02-12	111.17	111.74
16	JPM	2018-02-13	111.32	112.43
17	JPM	2018-02-14	112.63	115.03
18	JPM	2018-02-15	115.74	115.51
19	JPM	2018-02-16	114.55	114.68
20	JPM	2018-02-20	114.65	114.71
21	JPM	2018-02-21	115.0	115.19
22	JPM	2018-02-22	115.5	114.98
23	JPM	2018-02-23	115.31	117.31
24	JPM	2018-02-26	118.14	118.77
25	JPM	2018-02-27	118.91	117.36
26	JPM	2018-02-28	117.82	115.5
27	JPM	2018-03-01	115.48	113.43
28	JPM	2018-03-02	112.39	113.32
29	JPM	2018-03-05	112.05	115.06
30	JPM	2018-03-06	115.64	115.16
31	JPM	2018-03-07	113.75	114.73
32	JPM	2018-03-08	115.11	114.74
33	JPM	2018-03-09	116.55	118.04
34	JPM	2018-03-12	118.0	117.66
35	JPM	2018-03-13	118.2	116.25
36	JPM	2018-03-14	116.56	114.95
37	JPM	2018-03-15	115.87	115.24
38	JPM	2018-03-16	115.34	115.44
39	JPM	2018-03-19	115.1	114.53
40	JPM	2018-03-20	114.87	114.64
