	ticker	Date	Open	Close
0	JNJ	2018-01-22	147.01	148.14
1	JNJ	2018-01-23	146.96	141.83
2	JNJ	2018-01-24	143.5	142.07
3	JNJ	2018-01-25	142.31	144.4
4	JNJ	2018-01-26	144.5	145.33
5	JNJ	2018-01-29	144.85	143.68
6	JNJ	2018-01-30	143.4	142.43
7	JNJ	2018-01-31	142.57	138.19
8	JNJ	2018-02-01	137.53	140.02
9	JNJ	2018-02-02	139.02	137.68
10	JNJ	2018-02-05	136.58	130.39
11	JNJ	2018-02-06	130.01	131.83
12	JNJ	2018-02-07	131.89	131.42
13	JNJ	2018-02-08	130.91	126.36
14	JNJ	2018-02-09	127.52	129.53
15	JNJ	2018-02-12	130.0	130.27
16	JNJ	2018-02-13	129.21	129.96
17	JNJ	2018-02-14	129.44	129.67
18	JNJ	2018-02-15	130.1	131.23
19	JNJ	2018-02-16	130.96	133.15
20	JNJ	2018-02-20	132.87	130.87
21	JNJ	2018-02-21	130.8	129.91
22	JNJ	2018-02-22	130.1	129.91
23	JNJ	2018-02-23	130.09	132.02
24	JNJ	2018-02-26	131.71	132.07
25	JNJ	2018-02-27	132.21	131.67
26	JNJ	2018-02-28	131.95	129.88
27	JNJ	2018-03-01	129.11	127.28
28	JNJ	2018-03-02	126.91	128.82
29	JNJ	2018-03-05	128.63	129.79
30	JNJ	2018-03-06	130.0	128.22
31	JNJ	2018-03-07	127.48	129.04
32	JNJ	2018-03-08	129.33	132.06
33	JNJ	2018-03-09	132.51	133.8
34	JNJ	2018-03-12	133.8	132.63
35	JNJ	2018-03-13	133.8	134.35
36	JNJ	2018-03-14	135.24	132.32
37	JNJ	2018-03-15	132.55	133.06
38	JNJ	2018-03-16	133.16	133.68
39	JNJ	2018-03-19	133.35	130.24
40	JNJ	2018-03-20	130.78	131.21
