	ticker	Date	Open	Close
0	FB	2018-01-22	180.8	185.37
1	FB	2018-01-23	186.05	189.35
2	FB	2018-01-24	189.89	186.55
3	FB	2018-01-25	187.95	187.48
4	FB	2018-01-26	187.75	190.0
5	FB	2018-01-29	188.75	185.98
6	FB	2018-01-30	183.01	187.12
7	FB	2018-01-31	188.37	186.89
8	FB	2018-02-01	188.22	193.09
9	FB	2018-02-02	192.04	190.28
10	FB	2018-02-05	186.93	182.65
11	FB	2018-02-06	178.57	185.31
12	FB	2018-02-07	184.15	180.18
13	FB	2018-02-08	181.01	171.5499
14	FB	2018-02-09	174.76	175.98
15	FB	2018-02-12	177.06	176.41
16	FB	2018-02-13	175.62	173.15
17	FB	2018-02-14	173.45	179.52
18	FB	2018-02-15	180.5	179.96
19	FB	2018-02-16	178.99	177.36
20	FB	2018-02-20	175.77	176.01
21	FB	2018-02-21	176.71	177.91
22	FB	2018-02-22	178.7	178.99
23	FB	2018-02-23	179.9	183.29
24	FB	2018-02-26	184.58	184.93
25	FB	2018-02-27	184.45	181.46
26	FB	2018-02-28	182.3	178.32
27	FB	2018-03-01	179.01	175.94
28	FB	2018-03-02	173.29	176.62
29	FB	2018-03-05	176.2	180.4
30	FB	2018-03-06	181.78	179.78
31	FB	2018-03-07	178.74	183.71
32	FB	2018-03-08	183.56	182.34
33	FB	2018-03-09	183.91	185.23
34	FB	2018-03-12	185.23	184.76
35	FB	2018-03-13	185.61	181.88
36	FB	2018-03-14	182.6	184.19
37	FB	2018-03-15	183.24	183.86
38	FB	2018-03-16	184.49	185.09
39	FB	2018-03-19	177.01	172.56
40	FB	2018-03-20	167.47	168.15
