	ticker	Date	Open	Close
0	XOM	2018-01-22	87.17	88.25
1	XOM	2018-01-23	88.25	88.3
2	XOM	2018-01-24	88.49	88.53
3	XOM	2018-01-25	88.55	88.37
4	XOM	2018-01-26	88.64	89.0
5	XOM	2018-01-29	88.59	88.01
6	XOM	2018-01-30	87.54	86.78
7	XOM	2018-01-31	86.56	87.3
8	XOM	2018-02-01	87.5	89.07
9	XOM	2018-02-02	85.13	84.53
10	XOM	2018-02-05	83.28	79.72
11	XOM	2018-02-06	78.51	78.35
12	XOM	2018-02-07	78.44	76.94
13	XOM	2018-02-08	77.44	76.07
14	XOM	2018-02-09	76.25	75.78
15	XOM	2018-02-12	77.05	76.42
16	XOM	2018-02-13	76.1	76.3
17	XOM	2018-02-14	75.79	76.46
18	XOM	2018-02-15	76.62	76.21
19	XOM	2018-02-16	76.15	76.54
20	XOM	2018-02-20	76.47	75.75
21	XOM	2018-02-21	75.82	74.89
22	XOM	2018-02-22	75.3	75.86
23	XOM	2018-02-23	76.09	77.53
24	XOM	2018-02-26	77.74	78.84
25	XOM	2018-02-27	79.0	77.5
26	XOM	2018-02-28	78.16	75.74
27	XOM	2018-03-01	75.53	75.2
28	XOM	2018-03-02	74.89	75.55
29	XOM	2018-03-05	75.23	76.27
30	XOM	2018-03-06	76.67	76.18
31	XOM	2018-03-07	75.0	74.26
32	XOM	2018-03-08	74.5	74.12
33	XOM	2018-03-09	74.82	74.56
34	XOM	2018-03-12	74.87	75.24
35	XOM	2018-03-13	75.33	74.53
36	XOM	2018-03-14	74.64	73.6
37	XOM	2018-03-15	74.35	74.42
38	XOM	2018-03-16	74.36	75.12
39	XOM	2018-03-19	75.0	74.15
40	XOM	2018-03-20	74.22	73.99
